,time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol,date,coin
365,1640995200,1.247,1.21,1.226,13743.4,16878.26,1.228,multiply,ETH,2021-12-31,TRAC
1,1609545600,0.1181,0.1043,0.1097,2361031.89,248820.65,0.1054,multiply,ETH,2021-01-01,GLM
365,1640995200,0.4689,0.4453,0.4536,526887.99,238322.47,0.4523,multiply,BTC,2021-12-31,GLM
1,1609545600,0.1046,0.08834,0.09783,825658.8,74856.95,0.09066,multiply,ETH,2021-01-01,POLY
365,1640995200,0.4838,0.4768,0.4784,192230.0,92327.6,0.4825,direct,,2021-12-31,POLY
1,1609545600,0.00031,0.0002325,0.0002192,9688505.45,3003.05,0.00031,multiply,ETH,2021-01-01,XYO
365,1640995200,0.03421,0.03371,0.03383,5829297.0,197677.37,0.03381,direct,,2021-12-31,XYO
1,1609545600,0.7615,0.689,0.715,160238.1,116767.74,0.7455,direct,,2021-01-01,SXP
365,1640995200,2.089,2.013,2.027,153342.79,313803.35,2.059,direct,,2021-12-31,SXP
1,1609545600,0.02729,0.02286,0.02291,56845075.62,1345264.07,0.02367,multiply,ETH,2021-01-01,JST
365,1640995200,0.05461,0.05355,0.05385,180929.86,9818.44,0.05427,multiply,ETH,2021-12-31,JST
1,1609545600,0.03301,0.02588,0.02542,3613115.42,104712.64,0.02898,multiply,ETH,2021-01-01,RSR
365,1640995200,0.02941,0.02891,0.02891,1148080.0,33553.09,0.02937,direct,,2021-12-31,RSR
1,1609545600,0.06705,0.06422,0.06661,53141.0,3475.26,0.06524,direct,,2021-01-01,WRX
365,1640995200,1.204,1.181,1.185,3909.0,4686.99,1.199,multiply,BTC,2021-12-31,WRX
1,1609545600,0.0002325,0.0002015,0.0001973,438381117.13,91719.41,0.0002092,multiply,ETH,2021-01-01,DENT
365,1640995200,0.003989,0.003859,0.00386,4339541.04,17132.56,0.003948,multiply,ETH,2021-12-31,DENT
365,1640995200,12.99,12.48,12.48,14703.12,190930.24,12.99,multiply,BTC,2021-12-31,ALICE
1,1609545600,0.02926,0.02187,0.02919,291400.15,7426.16,0.02575,direct,,2021-01-01,REQ
365,1640995200,0.379,0.3705,0.3709,1131106.9,423799.53,0.3746,direct,,2021-12-31,REQ
1,1609545600,0.05494,0.05037,0.05322,41912.08,2184.57,0.05081,direct,,2021-01-01,FET
365,1640995200,0.5129,0.502,0.5023,253485.32,128884.45,0.5078,direct,,2021-12-31,FET
1,1609545600,4.649e-05,2.325e-05,2.192e-05,92995.96,4.324,4.649e-05,multiply,ETH,2021-01-01,FX
1,1609545600,4.518,3.542,4.109,546598.0,1976754.6,3.616,multiply,BTC,2021-01-01,INJ
365,1640995200,8.391,8.228,8.232,3919.61,32860.56,8.384,multiply,BTC,2021-12-31,INJ
1,1609545600,0.04831,0.0438,0.04379,5527154.55,250972.24,0.04541,multiply,BTC,2021-01-01,DUSK
365,1640995200,0.944,0.9292,0.93,13503.94,12660.15,0.944,direct,,2021-12-31,DUSK
365,1640995200,0.1169,0.1136,0.1146,51027.1,5889.89,0.1154,multiply,BTC,2021-12-31,CSPR
1,1609545600,0.04605,0.04058,0.04173,5231213.0,220687.97,0.04219,multiply,BTC,2021-01-01,CTSI
365,1640995200,0.6995,0.6864,0.6872,300280.13,208864.14,0.6986,direct,,2021-12-31,CTSI
1,1609545600,2169.88,1917.4,1944.37,548.5,1081018.23,1970.86,multiply,BTC,2021-01-01,PAXG
365,1640995200,1855.85,1815.5,1833.99,12.6,23170.7,1838.35,multiply,BTC,2021-12-31,PAXG
1,1609545600,0.05056,0.04412,0.04555,44470999.91,2019300.58,0.04541,multiply,BTC,2021-01-01,COTI
365,1640995200,0.3609,0.3547,0.3547,811073.4,291110.97,0.3602,direct,,2021-12-31,COTI
1,1609545600,1.235,1.11,1.147,568854.05,646660.94,1.137,multiply,ETH,2021-01-01,LSK
365,1640995200,2.346,2.267,2.269,19985.91,46483.71,2.326,multiply,BTC,2021-12-31,LSK
1,1609545600,0.2608,0.2254,0.2178,9530327.0,2240451.9,0.2351,multiply,BTC,2021-01-01,ALPHA
365,1640995200,0.6788,0.6578,0.6601,31698.39,21433.79,0.6762,multiply,BTC,2021-12-31,ALPHA
365,1640995200,0.0187,0.01802,0.01848,408506.82,7636.05,0.01869,multiply,BTC,2021-12-31,REEF
1,1609545600,0.00768,0.006669,0.007126,2298120.41,16200.72,0.0074,direct,,2021-01-01,XVG
365,1640995200,0.0173,0.01663,0.01663,7375168.0,124075.44,0.01682,multiply,BTC,2021-12-31,XVG
1,1609545600,0.0008,0.0007,0.0007,57235766.0,43261.43,0.0007,direct,,2021-01-01,VTHO
365,1640995200,0.0062,0.006,0.006,22056729.0,133742.67,0.0062,direct,,2021-12-31,VTHO
1,1609545600,7.552,5.816,6.527,33488.27,213316.26,6.37,multiply,BTC,2021-01-01,EWT
365,1640995200,9.606,9.004,9.475,1501.76,14421.53,9.603,multiply,BTC,2021-12-31,EWT
1,1609545600,0.6202,0.4715,0.469,12600930.76,6054473.9,0.4805,multiply,BTC,2021-01-01,BCD
365,1640995200,1.415,1.393,1.396,6859.52,9664.74,1.409,multiply,BTC,2021-12-31,BCD
1,1609545600,0.02036,0.01769,0.01869,864859.47,16204.94,0.01874,multiply,ETH,2021-01-01,NKN
365,1640995200,0.3668,0.3597,0.36,1289330.4,468509.79,0.3636,direct,,2021-12-31,NKN
1,1609545600,0.2486,0.2276,0.2306,23414573.26,5507022.41,0.233,direct,,2021-01-01,OXT
365,1640995200,0.3682,0.3655,0.3655,295987.92,108630.27,0.3681,direct,,2021-12-31,OXT
1,1609545600,0.06841,0.06359,0.06269,286956.66,18273.77,0.06368,multiply,ETH,2021-01-01,SOUL
365,1640995200,2.852,2.613,2.654,11786.32,32943.14,2.795,multiply,ETH,2021-12-31,SOUL
1,1609545600,0.008679,0.007749,0.007598,4048446.69,32626.27,0.008059,multiply,ETH,2021-01-01,DAG
365,1640995200,0.2132,0.2044,0.2069,21681.25,4539.17,0.2094,multiply,ETH,2021-12-31,DAG
1,1609545600,0.1359,0.1163,0.1217,4774961.11,588943.42,0.1233,multiply,BTC,2021-01-01,OGN
365,1640995200,0.6255,0.6126,0.613,58449.55,36466.69,0.6239,multiply,BTC,2021-12-31,OGN
1,1609545600,0.7966,0.7114,0.7511,171241.32,121813.92,0.7114,multiply,ETH,2021-01-01,RLC
365,1640995200,2.99,2.93,2.94,62264.19,184800.83,2.99,direct,,2021-12-31,RLC
365,1640995200,2.801,2.719,2.754,83.61,230.39,2.756,multiply,ETH,2021-12-31,POLS
1,1609545600,0.03075,0.029,0.03023,355800.9,10615.46,0.03,direct,,2021-01-01,SNT
365,1640995200,0.06919,0.06791,0.06837,1022925.46,70752.26,0.06917,multiply,BTC,2021-12-31,SNT
1,1609545600,6.94,6.132,6.133,44108.57,276420.84,6.267,multiply,BTC,2021-01-01,SUN
365,1640995200,0.02244,0.02171,0.02171,1496.13,33.56,0.02243,multiply,BTC,2021-12-31,SUN
1,1609545600,0.09082,0.07517,0.08227,1088220.55,83963.61,0.07716,multiply,ETH,2021-01-01,ARDR
365,1640995200,0.2277,0.2231,0.2245,1031144.13,234691.8,0.2276,multiply,BTC,2021-12-31,ARDR
1,1609545600,0.0933,0.08229,0.08548,1753032.1,148611.65,0.08477,multiply,ETH,2021-01-01,CVC
365,1640995200,0.3492,0.3279,0.3279,1536631.1,526097.8,0.3424,direct,,2021-12-31,CVC
1,1609545600,0.1665,0.1369,0.1458,826965.73,116645.12,0.1411,multiply,BTC,2021-01-01,MX
365,1640995200,2.211,2.179,2.18,27.83,61.51,2.21,multiply,BTC,2021-12-31,MX
1,1609545600,0.03864,0.0322,0.03203,16731.78,587.32,0.0351,multiply,BTC,2021-01-01,DIVI
1,1609545600,0.00272,0.00234,0.002564,43961682.9,106966.95,0.002433,multiply,ETH,2021-01-01,STMX
365,1640995200,0.02147,0.02102,0.0211,1681339.97,35957.0,0.02139,multiply,ETH,2021-12-31,STMX
1,1609545600,0.5162,0.4103,0.467,192419.91,87868.09,0.4566,multiply,BTC,2021-01-01,UBT
365,1640995200,1.35,1.25,1.295,580.35,757.01,1.304,multiply,ETH,2021-12-31,UBT
1,1609545600,0.01674,0.01015,0.01578,40900.0,415.18,0.01015,multiply,ETH,2021-01-01,HEX
365,1640995200,0.2912,0.2726,0.2846,981233.0,275166.5,0.2804,multiply,BTC,2021-12-31,HEX
1,1609545600,0.7008,0.58,0.6225,1121062.02,720601.46,0.6428,multiply,BTC,2021-01-01,CTC
365,1640995200,2.412,2.25,2.271,43103.59,101353.77,2.351,multiply,BTC,2021-12-31,CTC
365,1640995200,1.981,1.94,1.945,61783.43,121713.36,1.97,multiply,USDT,2021-12-31,BIT
1,1609545600,4.318e-05,3.014e-05,3.828e-05,704501118.72,26256.76,3.727e-05,multiply,USDT,2021-01-01,OMI
365,1640995200,0.006338,0.006175,0.006249,80235.99,502.19,0.006259,multiply,ETH,2021-12-31,OMI
365,1640995200,0.2044,0.191,0.1914,422.81,86.38,0.2043,multiply,ETH,2021-12-31,XYM
1,1609545600,1.739,1.625,1.561,269147.1,444730.26,1.652,multiply,BTC,2021-01-01,DFI
365,1640995200,3.304,3.234,3.263,9010.86,29531.15,3.277,multiply,BTC,2021-12-31,DFI
365,1640995200,40.36,38.92,38.97,8605.77,341184.1,39.89,direct,,2021-12-31,ENS
365,1640995200,0.3419,0.3305,0.3376,695204.0,234362.7,0.3369,direct,,2021-12-31,RLY
365,1640995200,9.958,9.809,9.809,79.24,781.11,9.922,direct,,2021-12-31,MOB
365,1640995200,3.448,3.437,3.439,2229.74,7672.99,3.444,direct,,2021-12-31,ANC
365,1640995200,1029.36,1009.38,1016.78,21.94,22412.56,1021.68,multiply,BTC,2021-12-31,ILV
1,1609545600,0.294,0.1427,0.2683,498.49,112.21,0.2251,multiply,BTC,2021-01-01,XWC
365,1640995200,0.848,0.8228,0.8274,1231.39,1037.12,0.8422,multiply,BTC,2021-12-31,XWC
1,1609545600,0.2534,0.2499,0.2504,12797394.19,3213425.68,0.2511,multiply,USDT,2021-01-01,KOK
365,1640995200,5.645,5.626,5.645,357.45,2017.81,5.645,multiply,USDT,2021-12-31,KOK
365,1640995200,1.017,1.002,1.003,17300.4,17436.47,1.015,direct,,2021-12-31,TRIBE
365,1640995200,0.0557,0.05488,0.05488,250.5,13.93,0.05562,multiply,ETH,2021-12-31,BLOK
365,1640995200,1.158,1.126,1.136,15036.0,17359.03,1.154,multiply,BTC,2021-12-31,SUPER
365,1640995200,2.442,2.378,2.378,7131.6,17346.85,2.432,multiply,BTC,2021-12-31,C98
365,1640995200,5.278,5.179,5.183,4157.4,21820.55,5.249,multiply,BTC,2021-12-31,MBOX
365,1640995200,42.05,41.44,41.45,361.41,15114.17,41.82,multiply,USDT,2021-12-31,RPL
1,1609545600,1.031,0.9002,1.001,119214.75,119028.13,0.9984,invert_divide,BTC,2021-01-01,HUSD
365,1640995200,0.9998,0.9998,0.9998,15610.58,15610.72,1.0,invert_divide,BTC,2021-12-31,HUSD
1,1609545600,0.234,0.1858,0.2,536298.46,113382.65,0.2146,direct,,2021-01-01,KEEP
365,1640995200,0.7558,0.7329,0.734,708743.84,530160.1,0.7502,direct,,2021-12-31,KEEP
365,1640995200,1.53e-06,1.41e-06,1.52e-06,10690682609.0,16249.84,1.52e-06,multiply,USDT,2021-12-31,SAFEMOON
1,1609545600,0.2647,0.1997,0.2225,58359.35,14414.87,0.247,multiply,BTC,2021-01-01,BEST
365,1640995200,0.08815,0.08501,0.08551,21990444.18,2047381.85,0.08803,direct,,2021-12-31,JASMY
365,1640995200,4.207e-05,3.696e-05,3.696e-05,1454000.0,54.37,3.739e-05,multiply,BTC,2021-12-31,STARL
365,1640995200,5.418,5.289,5.29,2928.34,15849.69,5.413,multiply,BTC,2021-12-31,YGG
365,1640995200,12.74,12.22,12.22,3697.67,46516.81,12.73,direct,,2021-12-31,MASK
365,1640995200,1.441,1.414,1.414,223.66,322.28,1.441,multiply,BTC,2021-12-31,PLA
365,1640995200,27.18,26.89,26.89,569.61,15414.65,27.18,direct,,2021-12-31,RGT
1,1609545600,5.459,3.002,2.74,6.689,36.51,5.459,multiply,BTC,2021-01-01,VERI
365,1640995200,3.46,3.41,3.41,7343.33,25297.36,3.43,direct,,2021-12-31,BTRST
365,1640995200,15.15,14.75,14.97,677.02,10176.68,15.03,multiply,BTC,2021-12-31,PYR
1,1609545600,0.007407,0.007085,0.006759,300.0,2.125,0.007085,multiply,BTC,2021-01-01,HDAO
365,1640995200,0.08508,0.079,0.08408,1046.0,83.6,0.07992,multiply,BTC,2021-12-31,HDAO
1,1609545600,1.373,1.238,1.24,95413.74,122142.45,1.28,multiply,ETH,2021-01-01,LYXe
365,1640995200,18.29,17.73,17.97,108.67,1957.15,18.01,multiply,ETH,2021-12-31,LYXe
365,1640995200,4.291,4.216,4.231,113.17,483.71,4.274,multiply,ETH,2021-12-31,DAO
365,1640995200,99.52,97.66,98.35,25.89,2563.07,98.99,multiply,BTC,2021-12-31,XCH
1,1609545600,0.5059,0.4364,0.4617,501842.89,230458.25,0.4592,multiply,BTC,2021-01-01,HEDG
365,1640995200,1.029,1.016,1.018,140.0,143.46,1.028,direct,,2021-12-31,PUNDIX
1,1609545600,0.02574,0.01972,0.02194,1428788.04,29915.68,0.02094,multiply,ETH,2021-01-01,KAI
365,1640995200,0.07814,0.0762,0.0769,6615.38,511.01,0.07725,multiply,ETH,2021-12-31,KAI
365,1640995200,0.7213,0.7091,0.7091,5330.0,3829.55,0.7185,multiply,BTC,2021-12-31,TWT
365,1640995200,10.94,10.85,10.85,1314.83,14335.52,10.93,direct,,2021-12-31,RAD
1,1609545600,0.8147,0.7817,0.8021,2335049.56,1865199.98,0.7828,direct,,2021-01-01,KNC
365,1640995200,1.311,1.281,1.282,44159.24,57388.9,1.309,direct,,2021-12-31,KNC
1,1609545600,0.003634,0.0032,0.003368,28881429.52,98249.16,0.003402,multiply,ETH,2021-01-01,ACH
365,1640995200,0.06425,0.06293,0.06351,7605347.6,481939.11,0.06304,direct,,2021-12-31,ACH
1,1609545600,0.747,0.7278,0.7316,233305.42,172142.1,0.7439,direct,,2021-01-01,SOLO
365,1640995200,1.275,1.275,1.275,608.28,775.68,1.275,direct,,2021-12-31,SOLO
1,1609545600,0.1791,0.1791,0.1634,2058.41,368.56,0.1791,multiply,BTC,2021-01-01,ARRR
365,1640995200,1.063,1.02,1.051,9731.53,10044.27,1.032,multiply,BTC,2021-12-31,ARRR
365,1640995200,1.891,1.712,1.891,652.07,1231.76,1.889,multiply,USDT,2021-12-31,AKT
1,1609545600,2.396,2.084,2.125,81054.33,174103.31,2.148,multiply,BTC,2021-01-01,ORN
365,1640995200,6.53,6.38,6.42,13216.18,85280.29,6.53,direct,,2021-12-31,ORN
1,1609545600,0.1201,0.1045,0.1066,1600982.37,172071.39,0.1075,multiply,ETH,2021-01-01,ELF
365,1640995200,0.3777,0.3696,0.3714,323105.96,121584.77,0.3763,multiply,BTC,2021-12-31,ELF
1,1609545600,2.583,1.88,2.176,28.66,53.88,1.88,multiply,BTC,2021-01-01,PROM
365,1640995200,12.04,11.85,11.89,58.75,707.14,12.04,multiply,BTC,2021-12-31,PROM
1,1609545600,17.49,16.41,16.94,51361.61,869708.01,16.75,direct,,2021-01-01,REP
365,1640995200,19.1,18.13,18.13,10719.92,200421.5,18.77,direct,,2021-12-31,REP
365,1640995200,0.2192,0.213,0.213,575642.0,125660.3,0.2183,multiply,BTC,2021-12-31,TLM
1,1609545600,0.1083,0.09307,0.09863,1877049.74,178906.68,0.09531,multiply,ETH,2021-01-01,POWR
365,1640995200,0.4217,0.4144,0.4144,73978.54,31122.69,0.4207,multiply,BTC,2021-12-31,POWR
365,1640995200,2.467,2.442,2.443,38305.36,94091.77,2.462,direct,,2021-12-31,MIR
1,1609545600,1942.69,1904.38,1912.6,361.44,696909.15,1910.12,direct,,2021-01-01,XAUT
365,1640995200,1824.21,1824.21,1824.21,1.273,2328.02,1828.16,invert_divide,ETH,2021-12-31,XAUT
365,1640995200,0.2492,0.245,0.245,5366.51,1334.37,0.2486,multiply,ETH,2021-12-31,EXRD
1,1609545600,23.2,22.26,22.92,49865.42,1134334.81,22.7,direct,,2021-01-01,NMR
365,1640995200,31.85,31.4,31.4,938.13,29680.9,31.75,direct,,2021-12-31,NMR
1,1609545600,0.3539,0.2931,0.3235,338079.4,103350.21,0.3057,multiply,ETH,2021-01-01,MAID
365,1640995200,0.4086,0.3991,0.4038,19115.2,7746.88,0.4053,multiply,BTC,2021-12-31,MAID
1,1609545600,0.51,0.4232,0.4772,117369.01,52032.06,0.4433,multiply,ETH,2021-01-01,STRAX
365,1640995200,1.423,1.393,1.395,1322.61,1869.1,1.413,multiply,ETH,2021-12-31,STRAX
1,1609545600,0.01481,0.01192,0.01264,735654.39,9476.3,0.01288,multiply,BTC,2021-01-01,ORBS
365,1640995200,0.08322,0.08038,0.08131,5441.37,445.18,0.08181,multiply,BTC,2021-12-31,ORBS
365,1640995200,13.56,12.66,12.66,14249.42,188166.53,13.54,direct,,2021-12-31,GTC
365,1640995200,14.76,14.45,14.45,4073.41,59374.44,14.75,direct,,2021-12-31,BADGER
1,1609545600,1.098,0.9339,1.002,7988.7,8410.0,1.053,multiply,BTC,2021-01-01,C20
365,1640995200,4.347,4.286,4.286,0.6,2.607,4.345,multiply,ETH,2021-12-31,C20
1,1609545600,4.0,3.526,3.641,92621.6,342718.28,3.7,multiply,BTC,2021-01-01,XVS
365,1640995200,15.37,15.09,15.13,374.56,5739.53,15.32,multiply,BTC,2021-12-31,XVS
1,1609545600,6.084,5.381,5.519,808799.36,4634519.79,6.072,direct,,2021-01-01,BAND
365,1640995200,5.093,5.012,5.013,54176.21,274339.71,5.09,direct,,2021-12-31,BAND
1,1609545600,0.1923,0.1694,0.1755,4377.85,741.57,0.1694,multiply,BTC,2021-01-01,HXRO
365,1640995200,0.4784,0.4684,0.4726,476.28,225.82,0.4741,multiply,BTC,2021-12-31,HXRO
1,1609545600,1.052,0.9183,1.001,119214.75,121421.35,1.019,invert_divide,BTC,2021-01-01,GUSD
365,1640995200,0.9959,0.9959,0.9959,37.2,37.4,1.005,invert_divide,BTC,2021-12-31,GUSD
1,1609545600,0.01063,0.007407,0.009111,583520.94,4697.87,0.008051,multiply,BTC,2021-01-01,META
365,1640995200,0.101,0.09932,0.1007,3206.75,323.85,0.101,multiply,BTC,2021-12-31,META
365,1640995200,0.3216,0.3146,0.3153,341488.8,108247.44,0.3203,direct,,2021-12-31,TRU
365,1640995200,1.54,1.512,1.515,4168.0,6386.65,1.532,multiply,BTC,2021-12-31,SFP
365,1640995200,1.002,0.9689,0.9877,427.53,423.31,0.9901,multiply,ETH,2021-12-31,EFI
1,1609545600,0.1752,0.1002,0.1599,5252.97,844.13,0.1607,multiply,BTC,2021-01-01,DAWN
365,1640995200,2.291,2.257,2.257,48.0,109.97,2.291,multiply,BTC,2021-12-31,DAWN
1,1609545600,0.184,0.162,0.1616,1332835.42,217613.94,0.1633,multiply,ETH,2021-01-01,STEEM
365,1640995200,0.3947,0.3617,0.3663,91092.17,34629.51,0.3802,multiply,BTC,2021-12-31,STEEM
1,1609545600,1.044,0.9495,0.9653,136753.49,137180.85,1.017,direct,,2021-01-01,AMPL
365,1640995200,0.9159,0.9035,0.9039,2266.33,2065.37,0.9124,direct,,2021-12-31,AMPL
1,1609545600,0.74,0.6383,0.671,683536.1,461051.1,0.6908,direct,,2021-01-01,TOMO
365,1640995200,1.913,1.871,1.871,11037.7,20878.11,1.91,direct,,2021-12-31,TOMO
1,1609545600,0.1656,0.1546,0.1609,292942.76,46849.41,0.1546,direct,,2021-01-01,RIF
365,1640995200,0.2015,0.1982,0.1982,12829.18,2579.39,0.2011,multiply,BTC,2021-12-31,RIF
1,1609545600,0.04139,0.03816,0.03865,44367.0,1711.78,0.03858,multiply,ETH,2021-01-01,CENNZ
1,1609545600,26.61,24.9,26.2,7358.54,188807.74,25.32,direct,,2021-01-01,MLN
365,1640995200,90.64,88.41,88.41,2473.84,221622.59,89.96,direct,,2021-12-31,MLN
1,1609545600,0.03575,0.02512,0.03262,12406711.0,359587.13,0.02898,multiply,BTC,2021-01-01,IDEX
365,1640995200,0.2642,0.2582,0.2596,57051.0,15016.51,0.2632,multiply,BTC,2021-12-31,IDEX
365,1640995200,4.31,4.19,4.205,1627.8,7012.36,4.308,multiply,ETH,2021-12-31,API3
365,1640995200,0.6285,0.6084,0.6093,215534.0,134925.39,0.626,multiply,BTC,2021-12-31,BETA
365,1640995200,285.38,280.05,280.06,2.128,606.97,285.23,multiply,ETH,2021-12-31,DPI
1,1609545600,0.00506,0.004355,0.004669,16234106.88,72962.89,0.004494,multiply,ETH,2021-01-01,ETN
365,1640995200,0.009208,0.00838,0.008528,890494.73,8130.54,0.00913,multiply,ETH,2021-12-31,ETN
365,1640995200,0.5855,0.5751,0.5752,35.2,20.61,0.5854,multiply,BTC,2021-12-31,TLOS
1,1609545600,0.002254,0.002254,0.002057,184456.86,415.81,0.002254,multiply,BTC,2021-01-01,MVL
1,1609545600,0.4351,0.4125,0.397,30.27,12.75,0.4212,multiply,BTC,2021-01-01,ERG
365,1640995200,4.943,4.837,4.883,1134.51,5575.18,4.914,multiply,BTC,2021-12-31,ERG
1,1609545600,0.0477,0.0416,0.04669,54533.03,2601.23,0.0477,multiply,USDT,2021-01-01,HYN
1,1609545600,0.6509,0.5866,0.5728,3502345.74,2081613.24,0.5943,multiply,ETH,2021-01-01,GHST
365,1640995200,2.312,2.261,2.28,27217.5,62501.06,2.296,multiply,ETH,2021-12-31,GHST
1,1609545600,0.0005657,0.0005114,0.0005333,1456665.0,744.99,0.0005114,multiply,ETH,2021-01-01,VRA
365,1640995200,0.0346,0.03372,0.03372,1640989.33,56778.04,0.0346,multiply,BTC,2021-12-31,VRA
1,1609545600,0.4322,0.3262,0.3879,1177273.69,447746.6,0.3803,multiply,BTC,2021-01-01,ARK
365,1640995200,1.171,1.138,1.156,18213.53,21273.21,1.168,multiply,BTC,2021-12-31,ARK
1,1609545600,0.8842,0.6457,0.7321,119624.84,79849.44,0.6675,multiply,ETH,2021-01-01,TITAN
365,1640995200,2.786,2.726,2.726,10.77,29.99,2.785,multiply,ETH,2021-12-31,TITAN
365,1640995200,0.72,0.7,0.7,62630.46,44553.2,0.71,direct,,2021-12-31,CLV
1,1609545600,0.04262,0.04262,0.04018,72727.0,3099.59,0.04262,multiply,ETH,2021-01-01,SNL
1,1609545600,0.1472,0.1387,0.1352,12719578.86,1793865.1,0.141,multiply,ETH,2021-01-01,RKN
1,1609545600,0.131,0.1155,0.1224,506743.24,61021.75,0.1204,multiply,ETH,2021-01-01,UTK
365,1640995200,0.3217,0.3169,0.3169,39481.28,12682.22,0.3212,multiply,BTC,2021-12-31,UTK
1,1609545600,0.3282,0.2795,0.2951,365959.58,105006.4,0.2869,multiply,BTC,2021-01-01,GXC
365,1640995200,1.979,1.933,1.949,53700.79,105281.68,1.961,multiply,BTC,2021-12-31,GXC
365,1640995200,17.49,17.02,17.06,2.01,35.01,17.41,multiply,ETH,2021-12-31,STAKE
1,1609545600,0.004509,0.003864,0.003821,87231493.9,365192.31,0.004186,multiply,BTC,2021-01-01,XPR
365,1640995200,0.01637,0.01571,0.01571,1612710.94,25638.0,0.0159,multiply,BTC,2021-12-31,XPR
1,1609545600,6.115,3.913,4.555,168011.74,884631.4,5.265,multiply,BTC,2021-01-01,UQC
365,1640995200,13.17,12.91,12.94,1109.16,14586.79,13.15,multiply,ETH,2021-12-31,UQC
1,1609545600,0.04447,0.01933,0.01823,3662326.83,128984.24,0.03522,multiply,ETH,2021-01-01,LCX
365,1640995200,0.179,0.175,0.1752,725198.1,128640.57,0.1783,direct,,2021-12-31,LCX
1,1609545600,0.005475,0.005153,0.004996,4021601.73,20721.63,0.005153,multiply,BTC,2021-01-01,DEP
365,1640995200,0.04021,0.03696,0.03742,3332.67,134.02,0.04021,multiply,BTC,2021-12-31,DEP
1,1609545600,0.3357,0.2961,0.3156,544065.24,164801.94,0.3029,multiply,ETH,2021-01-01,WAN
365,1640995200,0.707,0.6939,0.6971,26440.79,18581.13,0.7027,multiply,BTC,2021-12-31,WAN
1,1609545600,0.4262,0.3782,0.4011,48753.16,19116.08,0.3921,multiply,ETH,2021-01-01,MTL
365,1640995200,2.084,2.049,2.058,44078.83,91604.01,2.078,multiply,BTC,2021-12-31,MTL
365,1640995200,1.29,1.257,1.258,5464.7,7047.08,1.29,multiply,BTC,2021-12-31,TKO
1,1609545600,0.2518,0.217,0.2373,12646200.41,2762490.52,0.2184,multiply,ETH,2021-01-01,ABBC
365,1640995200,0.1487,0.1478,0.1481,973882.0,144382.39,0.1481,direct,,2021-12-31,ABBC
1,1609545600,0.02125,0.01675,0.01705,15293041.33,270870.38,0.01771,multiply,BTC,2021-01-01,STPT
365,1640995200,0.1047,0.1016,0.1016,153593.28,15871.32,0.1033,multiply,BTC,2021-12-31,STPT
365,1640995200,0.2057,0.2005,0.2005,27700.24,5685.87,0.2053,multiply,BTC,2021-12-31,TVK
1,1609545600,0.02604,0.01945,0.02372,855216.06,19152.23,0.02239,multiply,ETH,2021-01-01,RFOX
365,1640995200,0.1011,0.09733,0.09969,3524.69,347.81,0.09868,multiply,ETH,2021-12-31,RFOX
1,1609545600,0.7075,0.5668,0.6424,52244.43,29930.98,0.5729,multiply,BTC,2021-01-01,DERO
365,1640995200,12.32,11.79,12.14,348.66,4185.66,12.01,multiply,BTC,2021-12-31,DERO
1,1609545600,0.012,0.01027,0.01056,1548343.64,16053.48,0.01037,multiply,ETH,2021-01-01,MXC
365,1640995200,0.05191,0.05035,0.05128,80298.55,4129.95,0.05143,multiply,BTC,2021-12-31,MXC
1,1609545600,0.2232,0.1829,0.1863,1031639.67,198670.86,0.1926,multiply,BTC,2021-01-01,NOIA
365,1640995200,0.2474,0.2407,0.2416,21512.42,5270.98,0.245,multiply,BTC,2021-12-31,NOIA
1,1609545600,0.008786,0.005143,0.007107,5601480.78,33341.91,0.005408,direct,,2021-01-01,FUN
365,1640995200,0.01547,0.01415,0.01463,11801077.55,169766.98,0.01439,multiply,ETH,2021-12-31,FUN
1,1609545600,6.199e-05,5.424e-05,5.845e-05,92624000.0,5024.2,5.424e-05,multiply,ETH,2021-01-01,KIN
1,1609545600,0.006153,0.00475,0.005523,12351309.0,63838.77,0.005169,multiply,ETH,2021-01-01,QKC
365,1640995200,0.02039,0.02011,0.02011,18308.0,373.23,0.02039,multiply,ETH,2021-12-31,QKC
365,1640995200,0.5889,0.585,0.585,1345.21,789.51,0.5889,direct,,2021-12-31,ALBT
1,1609545600,1.257,0.9967,1.029,7538.53,8290.53,1.1,multiply,BTC,2021-01-01,SUSD
365,1640995200,1.002,0.9755,0.9844,5.311,5.253,0.9891,multiply,ETH,2021-12-31,SUSD
365,1640995200,0.9167,0.874,0.8741,12114.48,11102.05,0.9164,multiply,BTC,2021-12-31,CFG
1,1609545600,0.3642,0.2641,0.2616,18251.44,4896.06,0.2683,multiply,BTC,2021-01-01,ZB
1,1609545600,0.1182,0.1027,0.1046,245983.33,26299.57,0.1069,multiply,BTC,2021-01-01,HNS
365,1640995200,0.289,0.2786,0.2855,4187.72,1180.76,0.282,multiply,BTC,2021-12-31,HNS
1,1609545600,0.0075,0.0045,0.0065,520971.82,2925.63,0.00456,direct,,2021-01-01,IQ
365,1640995200,0.01226,0.01196,0.01202,2396.46,28.91,0.01201,direct,,2021-12-31,IQ
1,1609545600,0.03027,0.01182,0.02854,6603.0,137.54,0.02083,multiply,ETH,2021-01-01,PRE
365,1640995200,0.3461,0.3271,0.3377,58546.63,19604.56,0.3349,multiply,BTC,2021-12-31,PRE
